escopo,motor_id,lado_norm,classe_dna,tamanho,sequencia,historias_total,historias_gain,historias_stop,ocorrencias,suporte_total_pct,suporte_gain_pct,suporte_stop_pct,confianca_gain_pct,confianca_stop_pct,lift_gain,lift_stop,diferenca_suporte_pp,log_odds_gain,evidencia,score_dna
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_GAIN,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU,1284,10,4,14,1.090343,1.862197,0.535475,71.428571,28.571429,1.707901,0.491107,1.326722,1.190518,FRACA,54.2698
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_GAIN,2,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,1284,10,4,14,1.090343,1.862197,0.535475,71.428571,28.571429,1.707901,0.491107,1.326722,1.190518,FRACA,54.2698
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,870,2,10,12,1.37931,0.593472,1.876173,16.666667,83.333333,0.430267,1.360225,-1.282701,-0.990169,FRACA,54.2328
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,1284,9,29,38,2.959502,1.675978,3.882195,23.684211,76.315789,0.566304,1.311773,-2.206218,-0.825976,MODERADA,54.2121
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,672,8,3,11,1.636905,2.730375,0.791557,72.727273,27.272727,1.668011,0.483569,1.938819,1.163979,FRACA,54.1301
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,2,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU,419,3,12,15,3.579952,1.875,4.633205,20.0,80.0,0.52375,1.294208,-2.758205,-0.820981,FRACA,54.073
MOTOR,motor_operacional_c7_v3_1,,DNA_GAIN,5,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,870,7,3,10,1.149425,2.077151,0.562852,70.0,30.0,1.807122,0.489681,1.5143,1.235353,FRACA,53.8464
MOTOR,motor_operacional_c7_v3_1,,DNA_GAIN,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS,870,7,3,10,1.149425,2.077151,0.562852,70.0,30.0,1.807122,0.489681,1.5143,1.235353,FRACA,53.8464
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_GAIN,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,612,11,5,16,2.614379,4.508197,1.358696,68.75,31.25,1.724385,0.519701,3.149501,1.180196,FRACA,53.7788
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_GAIN,4,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,1284,14,6,20,1.557632,2.607076,0.803213,70.0,30.0,1.673743,0.515663,1.803863,1.150485,MODERADA,53.7739
LADO,,COMPRA,DNA_GAIN,2,AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_CAIU,1031,11,5,16,1.551891,2.722772,0.797448,68.75,31.25,1.754486,0.513856,1.925324,1.196262,FRACA,53.543
LADO,,COMPRA,DNA_GAIN,6,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,1031,7,3,10,0.969932,1.732673,0.478469,70.0,30.0,1.786386,0.493301,1.254204,1.213896,FRACA,53.1293
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,2,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,612,21,55,76,12.418301,8.606557,14.945652,27.631579,72.368421,0.693054,1.203518,-6.339095,-0.609942,MODERADA,53.0671
GLOBAL,,,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG,2154,10,32,42,1.949861,1.144165,2.5,23.809524,76.190476,0.586793,1.282143,-1.355835,-0.762318,MODERADA,52.9613
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,5,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,870,2,9,11,1.264368,0.593472,1.688555,18.181818,81.818182,0.469382,1.335494,-1.095084,-0.888178,FRACA,52.7406
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,870,2,9,11,1.264368,0.593472,1.688555,18.181818,81.818182,0.469382,1.335494,-1.095084,-0.888178,FRACA,52.7406
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,870,2,9,11,1.264368,0.593472,1.688555,18.181818,81.818182,0.469382,1.335494,-1.095084,-0.888178,FRACA,52.7406
GLOBAL,,,DNA_STOP,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2154,8,26,34,1.578459,0.915332,2.03125,23.529412,76.470588,0.57989,1.286857,-1.115918,-0.767048,MODERADA,52.2873
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,6,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU,612,2,8,10,1.633987,0.819672,2.173913,20.0,80.0,0.501639,1.330435,-1.354241,-0.827285,FRACA,52.1523
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,612,2,8,10,1.633987,0.819672,2.173913,20.0,80.0,0.501639,1.330435,-1.354241,-0.827285,FRACA,52.1523
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,612,2,8,10,1.633987,0.819672,2.173913,20.0,80.0,0.501639,1.330435,-1.354241,-0.827285,FRACA,52.1523
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,612,2,8,10,1.633987,0.819672,2.173913,20.0,80.0,0.501639,1.330435,-1.354241,-0.827285,FRACA,52.1523
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,612,2,8,10,1.633987,0.819672,2.173913,20.0,80.0,0.501639,1.330435,-1.354241,-0.827285,FRACA,52.1523
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU,612,2,8,10,1.633987,0.819672,2.173913,20.0,80.0,0.501639,1.330435,-1.354241,-0.827285,FRACA,52.1523
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,3,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,451,2,8,10,2.217295,1.129944,2.919708,20.0,80.0,0.509605,1.316788,-1.789765,-0.80604,FRACA,52.0998
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU,451,2,8,10,2.217295,1.129944,2.919708,20.0,80.0,0.509605,1.316788,-1.789765,-0.80604,FRACA,52.0998
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,451,4,14,18,3.991131,2.259887,5.109489,22.222222,77.777778,0.566227,1.280211,-2.849602,-0.763646,FRACA,52.0974
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,2,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,612,4,14,18,2.941176,1.639344,3.804348,22.222222,77.777778,0.557377,1.293478,-2.165004,-0.782083,FRACA,51.9415
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU,451,3,11,14,3.104213,1.694915,4.014599,21.428571,78.571429,0.546005,1.293274,-2.319683,-0.777455,FRACA,51.7995
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,COMPRA,DNA_STOP,2,AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,612,3,11,14,2.287582,1.229508,2.98913,21.428571,78.571429,0.537471,1.306677,-1.759622,-0.797318,FRACA,51.7468
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,419,4,14,18,4.295943,2.5,5.405405,22.222222,77.777778,0.581944,1.258258,-2.905405,-0.71983,FRACA,51.4811
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,5,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_SUBIU > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,419,2,8,10,2.386635,1.25,3.088803,20.0,80.0,0.52375,1.294208,-1.838803,-0.762087,FRACA,51.4652
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_CAIU > CAMPANHA_ENTRADAS_ACELEROU_NEG > CAMPANHA_ENTRADAS_CAIU,419,2,8,10,2.386635,1.25,3.088803,20.0,80.0,0.52375,1.294208,-1.838803,-0.762087,FRACA,51.4652
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,419,2,8,10,2.386635,1.25,3.088803,20.0,80.0,0.52375,1.294208,-1.838803,-0.762087,FRACA,51.4652
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS,419,2,8,10,2.386635,1.25,3.088803,20.0,80.0,0.52375,1.294208,-1.838803,-0.762087,FRACA,51.4652
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,419,3,11,14,3.341289,1.875,4.247104,21.428571,78.571429,0.561161,1.271098,-2.372104,-0.733567,FRACA,51.1758
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL,419,3,11,14,3.341289,1.875,4.247104,21.428571,78.571429,0.561161,1.271098,-2.372104,-0.733567,FRACA,51.1758
LADO,,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,1031,4,14,18,1.745878,0.990099,2.232855,22.222222,77.777778,0.567107,1.27893,-1.242756,-0.743605,FRACA,50.7664
LADO,,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
LADO,,COMPRA,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
LADO,,COMPRA,DNA_STOP,3,CAMPANHA_ENTRADAS_ACELEROU_POS > CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
LADO,,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
LADO,,COMPRA,DNA_STOP,3,CAMPANHA_ENTRADAS_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
LADO,,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_SUBIU > CAMPANHA_ENTRADAS_ACELEROU_POS,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
LADO,,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
LADO,,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ESTAVEL,1031,3,11,14,1.357905,0.742574,1.754386,21.428571,78.571429,0.546853,1.29198,-1.011812,-0.760733,FRACA,50.7091
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,1284,9,26,35,2.725857,1.675978,3.480589,25.714286,74.285714,0.614844,1.276879,-1.804611,-0.714563,MODERADA,50.279
LADO,,VENDA,DNA_GAIN,2,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_SUBIU,1123,9,4,13,1.157614,1.914894,0.612557,69.230769,30.769231,1.654173,0.529155,1.302336,1.088935,FRACA,50.1722
GLOBAL,,,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,2154,16,44,60,2.785515,1.830664,3.4375,26.666667,73.333333,0.657208,1.234063,-1.606836,-0.627275,MODERADA,50.1709
GLOBAL,,,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,2154,9,27,36,1.671309,1.029748,2.109375,25.0,75.0,0.616133,1.262109,-1.079627,-0.692507,MODERADA,50.1626
LADO,,VENDA,DNA_GAIN,2,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,1123,7,3,10,0.890472,1.489362,0.459418,70.0,30.0,1.672553,0.515926,1.029944,1.101075,FRACA,50.1204
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_GAIN,4,AJUSTE_ESTRUTURA_ACELEROU_NEG > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS,1284,9,4,13,1.012461,1.675978,0.535475,69.230769,30.769231,1.65535,0.528885,1.140502,1.08854,FRACA,50.0724
LADO,,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_ACELEROU_NEG,1031,6,19,25,2.42483,1.485149,3.030303,24.0,76.0,0.612475,1.249697,-1.545155,-0.675323,MODERADA,49.6486
LADO,,COMPRA,DNA_STOP,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CAMPANHA_ENTRADAS_ESTAVEL,1031,6,19,25,2.42483,1.485149,3.030303,24.0,76.0,0.612475,1.249697,-1.545155,-0.675323,MODERADA,49.6486
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,451,8,4,12,2.660754,4.519774,1.459854,66.666667,33.333333,1.698682,0.548662,3.05992,1.103408,FRACA,49.5677
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_GAIN,3,AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU,451,8,4,12,2.660754,4.519774,1.459854,66.666667,33.333333,1.698682,0.548662,3.05992,1.103408,FRACA,49.5677
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,2,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,451,4,13,17,3.769401,2.259887,4.744526,23.529412,76.470588,0.599535,1.258695,-2.484639,-0.688356,FRACA,49.4754
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,5,AJUSTE_ESTRUTURA_SUBIU > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU > CONFIRMACOES_CANDIDATA_ACELEROU_NEG > CONFIRMACOES_CANDIDATA_ESTAVEL,672,9,4,13,1.934524,3.071672,1.055409,69.230769,30.769231,1.587818,0.545565,2.016263,1.02474,FRACA,49.0596
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_GAIN,2,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG,672,9,4,13,1.934524,3.071672,1.055409,69.230769,30.769231,1.587818,0.545565,2.016263,1.02474,FRACA,49.0596
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,870,5,16,21,2.413793,1.48368,3.001876,23.809524,76.190476,0.614667,1.243634,-1.518197,-0.656243,MODERADA,48.8783
MOTOR,motor_operacional_c7_v3_1,,DNA_STOP,2,AJUSTE_ESTRUTURA_VENDA_ESTAVEL > CONFIRMACOES_CANDIDATA_SUBIU,870,5,16,21,2.413793,1.48368,3.001876,23.809524,76.190476,0.614667,1.243634,-1.518197,-0.656243,MODERADA,48.8783
LADO,,VENDA,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,1123,14,36,50,4.45236,2.978723,5.513017,28.0,72.0,0.669021,1.238224,-2.534293,-0.621073,MODERADA,48.8094
MOTOR_LADO,motor_operacional_c7_v3_1,COMPRA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_POS > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL,419,6,18,24,5.727924,3.75,6.949807,25.0,75.0,0.654687,1.21332,-3.199807,-0.599293,MODERADA,48.612
LADO,,VENDA,DNA_STOP,3,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU,1123,5,15,20,1.780944,1.06383,2.29709,25.0,75.0,0.59734,1.289816,-1.233261,-0.720082,MODERADA,48.5154
MOTOR,motor_c7_dna_fluxo_v5_2,,DNA_STOP,4,AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_SUBIU,1284,5,15,20,1.557632,0.931099,2.008032,25.0,75.0,0.597765,1.289157,-1.076933,-0.717211,MODERADA,48.3706
GLOBAL,,,DNA_STOP,3,AJUSTE_ESTRUTURA_ACELEROU_POS > AJUSTE_ESTRUTURA_CAIU > AJUSTE_ESTRUTURA_COMPRA_ESTAVEL,2154,10,28,38,1.76416,1.144165,2.1875,26.315789,73.684211,0.648561,1.239967,-1.043335,-0.627783,MODERADA,48.2813
LADO,,COMPRA,DNA_GAIN,5,AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_CAIU > CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_CAIU,1031,8,4,12,1.163919,1.980198,0.637959,66.666667,33.333333,1.70132,0.548113,1.342239,1.088661,FRACA,48.2585
GLOBAL,,,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_ESTAVEL > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_NEG > AJUSTE_ESTRUTURA_VENDA_ESTAVEL,2154,13,35,48,2.228412,1.487414,2.734375,27.083333,72.916667,0.667477,1.227051,-1.246961,-0.598226,MODERADA,48.2496
MOTOR_LADO,motor_c7_dna_fluxo_v5_2,VENDA,DNA_STOP,4,AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,672,9,23,32,4.761905,3.071672,6.068602,28.125,71.875,0.645051,1.274406,-2.996929,-0.680108,MODERADA,48.1638
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,5,AJUSTE_ESTRUTURA_COMPRA_ACELEROU_NEG > AJUSTE_ESTRUTURA_COMPRA_CAIU > AJUSTE_ESTRUTURA_ESTAVEL > AJUSTE_ESTRUTURA_VENDA_ACELEROU_POS > AJUSTE_ESTRUTURA_VENDA_SUBIU,451,5,15,20,4.43459,2.824859,5.474453,25.0,75.0,0.637006,1.234489,-2.649594,-0.627732,MODERADA,48.0093
MOTOR_LADO,motor_operacional_c7_v3_1,VENDA,DNA_STOP,2,CONFIRMACOES_CANDIDATA_ACELEROU_POS > CONFIRMACOES_CANDIDATA_ESTAVEL,451,5,15,20,4.43459,2.824859,5.474453,25.0,75.0,0.637006,1.234489,-2.649594,-0.627732,MODERADA,48.0093
